mir	auto	count
hsa-miR-6831-5p	no_feedback	5
hsa-miR-6831-5p	auto_regulate	3
hsa-miR-6853-3p	auto_regulate	3
hsa-miR-374c-5p	no_feedback	3
hsa-miR-374c-5p	auto_regulate	2
hsa-miR-3142	no_feedback	1
hsa-miR-4650-5p	auto_regulate	1
hsa-miR-4650-5p	no_feedback	1
hsa-miR-1245b-5p	no_feedback	1
hsa-miR-551b-5p	no_feedback	1
hsa-miR-551b-5p	auto_regulate	5
hsa-miR-153-5p	auto_regulate	13
hsa-miR-153-5p	no_feedback	1
hsa-miR-4325	no_feedback	5
hsa-miR-4325	auto_regulate	3
hsa-miR-3134	no_feedback	2
hsa-miR-3134	auto_regulate	1
hsa-miR-6744-5p	auto_regulate	2
hsa-miR-665	no_feedback	9
hsa-miR-665	auto_regulate	10
hsa-miR-3616-3p	no_feedback	5
hsa-miR-3616-3p	auto_regulate	3
hsa-miR-4521	no_feedback	1
hsa-miR-4521	auto_regulate	1
hsa-miR-889-3p	auto_regulate	3
hsa-miR-889-3p	no_feedback	1
hsa-miR-4509	auto_regulate	4
hsa-miR-4509	no_feedback	1
hsa-miR-4733-5p	auto_regulate	1
hsa-miR-4733-5p	no_feedback	1
hsa-miR-4744	auto_regulate	3
hsa-miR-4744	no_feedback	1
hsa-miR-4660	auto_regulate	2
hsa-miR-4660	no_feedback	1
hsa-miR-4720-3p	no_feedback	3
hsa-miR-4720-3p	auto_regulate	2
hsa-miR-5047	no_feedback	2
hsa-miR-5047	auto_regulate	1
hsa-miR-6083	auto_regulate	9
hsa-miR-6083	no_feedback	4
hsa-miR-3622b-5p	auto_regulate	3
hsa-miR-4720-5p	auto_regulate	1
hsa-miR-4799-3p	auto_regulate	1
hsa-miR-5588-5p	auto_regulate	1
hsa-miR-8068	no_feedback	1
hsa-miR-8068	auto_regulate	2
hsa-miR-4263	no_feedback	3
hsa-miR-4263	auto_regulate	2
hsa-miR-4696	auto_regulate	2
hsa-miR-4696	no_feedback	2
hsa-miR-4524b-3p	auto_regulate	9
hsa-miR-4524b-3p	no_feedback	4
hsa-miR-3922-5p	auto_regulate	2
hsa-miR-4753-5p	auto_regulate	4
hsa-miR-5695	no_feedback	1
hsa-miR-5695	auto_regulate	4
hsa-miR-3161	auto_regulate	2
hsa-miR-3161	no_feedback	3
hsa-miR-6782-5p	no_feedback	4
hsa-miR-6782-5p	auto_regulate	2
hsa-miR-4293	no_feedback	2
hsa-miR-4280	auto_regulate	3
hsa-miR-4280	no_feedback	2
hsa-miR-6832-5p	auto_regulate	5
hsa-miR-6832-5p	no_feedback	2
hsa-miR-1323	no_feedback	2
hsa-miR-1323	auto_regulate	1
hsa-miR-4476	auto_regulate	4
hsa-miR-4742-5p	auto_regulate	2
hsa-miR-4742-5p	no_feedback	1
hsa-miR-4772-5p	no_feedback	3
hsa-miR-6876-5p	auto_regulate	4
hsa-miR-4266	no_feedback	3
hsa-miR-4266	auto_regulate	1
hsa-miR-4695-5p	no_feedback	5
hsa-miR-4695-5p	auto_regulate	5
hsa-miR-4779	auto_regulate	6
hsa-miR-4779	no_feedback	5
hsa-miR-6888-3p	no_feedback	2
hsa-miR-6888-3p	auto_regulate	6
hsa-miR-4709-3p	auto_regulate	1
hsa-miR-4709-3p	no_feedback	1
hsa-miR-5689	auto_regulate	1
hsa-miR-432-5p	auto_regulate	3
hsa-miR-432-5p	no_feedback	1
hsa-miR-3975	no_feedback	2
hsa-miR-3975	auto_regulate	1
hsa-miR-4773	no_feedback	2
hsa-miR-4773	auto_regulate	1
hsa-miR-2467-5p	no_feedback	2
hsa-miR-2467-5p	auto_regulate	3
hsa-miR-6815-3p	auto_regulate	3
hsa-miR-6884-5p	no_feedback	7
hsa-miR-6884-5p	auto_regulate	6
hsa-miR-325	no_feedback	1
hsa-miR-325	auto_regulate	1
hsa-miR-411-5p	no_feedback	5
hsa-miR-1301-5p	no_feedback	1
hsa-miR-3155a	auto_regulate	2
hsa-miR-3155a	no_feedback	2
hsa-miR-3155b	auto_regulate	2
hsa-miR-3155b	no_feedback	2
hsa-miR-4645-5p	auto_regulate	1
hsa-miR-4645-5p	no_feedback	1
hsa-miR-4673	auto_regulate	1
hsa-miR-4673	no_feedback	1
hsa-miR-6502-5p	no_feedback	1
hsa-miR-6856-3p	auto_regulate	1
hsa-miR-6856-3p	no_feedback	2
hsa-miR-6509-5p	auto_regulate	3
hsa-miR-6509-5p	no_feedback	1
hsa-miR-567	no_feedback	3
hsa-miR-567	auto_regulate	9
hsa-miR-4795-3p	auto_regulate	9
hsa-miR-4795-3p	no_feedback	2
hsa-miR-4264	auto_regulate	6
hsa-miR-4264	no_feedback	1
hsa-miR-3606-5p	no_feedback	1
hsa-miR-3912-5p	auto_regulate	1
hsa-miR-3912-5p	no_feedback	2
hsa-miR-509-5p	auto_regulate	4
hsa-miR-509-5p	no_feedback	1
hsa-miR-509-3-5p	auto_regulate	4
hsa-miR-509-3-5p	no_feedback	2
hsa-miR-4418	auto_regulate	4
hsa-miR-4418	no_feedback	1
hsa-miR-548av-3p	no_feedback	5
hsa-miR-548av-3p	auto_regulate	2
hsa-miR-6722-3p	no_feedback	7
hsa-miR-6722-3p	auto_regulate	3
hsa-miR-8076	auto_regulate	2
hsa-miR-8076	no_feedback	5
hsa-miR-3169	no_feedback	2
hsa-miR-3169	auto_regulate	2
hsa-miR-4252	auto_regulate	6
hsa-miR-4252	no_feedback	1
hsa-miR-4759	no_feedback	1
hsa-miR-4759	auto_regulate	2
hsa-miR-8083	auto_regulate	5
hsa-miR-8083	no_feedback	1
hsa-miR-592	auto_regulate	3
hsa-miR-592	no_feedback	1
hsa-miR-3174	no_feedback	1
hsa-miR-3174	auto_regulate	1
hsa-miR-3617-3p	no_feedback	1
hsa-miR-3617-3p	auto_regulate	1
hsa-miR-92a-2-5p	auto_regulate	17
hsa-miR-92a-2-5p	no_feedback	2
hsa-miR-3173-5p	no_feedback	1
hsa-miR-4271	no_feedback	5
hsa-miR-4271	auto_regulate	8
hsa-miR-4651	auto_regulate	10
hsa-miR-4651	no_feedback	4
hsa-miR-4725-3p	no_feedback	5
hsa-miR-4725-3p	auto_regulate	8
hsa-miR-6737-5p	auto_regulate	7
hsa-miR-6737-5p	no_feedback	2
hsa-miR-6756-5p	auto_regulate	14
hsa-miR-6756-5p	no_feedback	2
hsa-miR-6766-5p	auto_regulate	14
hsa-miR-6766-5p	no_feedback	3
hsa-miR-6799-3p	no_feedback	1
hsa-miR-6812-5p	auto_regulate	7
hsa-miR-6812-5p	no_feedback	2
hsa-miR-6819-5p	auto_regulate	7
hsa-miR-6819-5p	no_feedback	2
hsa-miR-6780b-5p	no_feedback	5
hsa-miR-6780b-5p	auto_regulate	8
hsa-miR-6890-5p	no_feedback	2
hsa-miR-6890-5p	auto_regulate	2
hsa-miR-7108-5p	auto_regulate	2
hsa-miR-7108-5p	no_feedback	2
hsa-miR-7976	no_feedback	2
hsa-miR-6081	auto_regulate	4
hsa-miR-6081	no_feedback	3
hsa-miR-1185-2-3p	auto_regulate	8
hsa-miR-1185-2-3p	no_feedback	5
hsa-miR-1185-1-3p	auto_regulate	8
hsa-miR-1185-1-3p	no_feedback	5
hsa-miR-1296-3p	no_feedback	4
hsa-miR-1296-3p	auto_regulate	3
hsa-miR-4727-3p	no_feedback	1
hsa-miR-4727-3p	auto_regulate	1
hsa-miR-6857-5p	no_feedback	3
hsa-miR-6857-5p	auto_regulate	3
hsa-miR-648	auto_regulate	3
hsa-miR-648	no_feedback	1
hsa-miR-3160-3p	no_feedback	4
hsa-miR-3160-3p	auto_regulate	8
hsa-miR-6504-3p	auto_regulate	10
hsa-miR-6504-3p	no_feedback	6
hsa-miR-6767-3p	no_feedback	1
hsa-miR-891a-3p	auto_regulate	6
hsa-miR-891a-3p	no_feedback	3
hsa-miR-3688-5p	auto_regulate	4
hsa-miR-3688-5p	no_feedback	2
hsa-miR-3177-5p	auto_regulate	6
hsa-miR-3177-5p	no_feedback	2
hsa-miR-561-5p	auto_regulate	5
hsa-miR-609	auto_regulate	5
hsa-miR-609	no_feedback	1
hsa-miR-3173-3p	auto_regulate	4
hsa-miR-3173-3p	no_feedback	4
hsa-miR-3150b-3p	auto_regulate	10
hsa-miR-3150b-3p	no_feedback	3
hsa-miR-4784	auto_regulate	10
hsa-miR-4784	no_feedback	3
hsa-miR-6891-5p	auto_regulate	4
hsa-miR-6891-5p	no_feedback	4
hsa-miR-3972	auto_regulate	1
hsa-miR-6765-5p	no_feedback	2
hsa-miR-6765-5p	auto_regulate	1
hsa-miR-1197	auto_regulate	2
hsa-miR-1197	no_feedback	4
hsa-miR-4632-5p	auto_regulate	4
hsa-miR-4632-5p	no_feedback	3
hsa-miR-4436b-3p	auto_regulate	4
hsa-miR-4436b-3p	no_feedback	3
hsa-miR-6735-5p	auto_regulate	4
hsa-miR-6735-5p	no_feedback	3
hsa-miR-6879-5p	auto_regulate	4
hsa-miR-6879-5p	no_feedback	3
hsa-miR-7843-5p	auto_regulate	4
hsa-miR-7843-5p	no_feedback	3
hsa-miR-1249-5p	auto_regulate	8
hsa-miR-1249-5p	no_feedback	9
hsa-miR-6797-5p	auto_regulate	8
hsa-miR-6797-5p	no_feedback	9
hsa-miR-7847-3p	no_feedback	5
hsa-miR-7847-3p	auto_regulate	8
hsa-miR-8084	no_feedback	2
hsa-miR-4763-3p	no_feedback	12
hsa-miR-4763-3p	auto_regulate	10
hsa-miR-6132	auto_regulate	7
hsa-miR-6132	no_feedback	1
hsa-miR-6836-5p	auto_regulate	7
hsa-miR-6836-5p	no_feedback	1
hsa-miR-7150	auto_regulate	5
hsa-miR-7150	no_feedback	2
hsa-miR-1257	auto_regulate	3
hsa-miR-1257	no_feedback	3
hsa-miR-6809-5p	no_feedback	3
hsa-miR-6809-5p	auto_regulate	3
hsa-miR-767-5p	auto_regulate	7
hsa-miR-767-5p	no_feedback	1
hsa-miR-6512-5p	auto_regulate	5
hsa-miR-6884-3p	no_feedback	2
hsa-miR-6884-3p	auto_regulate	1
hsa-miR-568	no_feedback	3
hsa-miR-568	auto_regulate	2
hsa-miR-766-5p	auto_regulate	8
hsa-miR-766-5p	no_feedback	3
hsa-miR-3185	no_feedback	2
hsa-miR-3185	auto_regulate	4
hsa-miR-6825-5p	auto_regulate	12
hsa-miR-6825-5p	no_feedback	7
hsa-miR-7106-5p	no_feedback	6
hsa-miR-7106-5p	auto_regulate	16
hsa-miR-937-5p	auto_regulate	5
hsa-miR-5702	auto_regulate	3
hsa-miR-5702	no_feedback	2
hsa-miR-511-3p	auto_regulate	6
hsa-miR-511-3p	no_feedback	7
hsa-miR-4766-5p	auto_regulate	1
hsa-miR-3529-5p	auto_regulate	1
hsa-miR-5571-5p	no_feedback	2
hsa-miR-5571-5p	auto_regulate	3
hsa-miR-892a	no_feedback	1
hsa-miR-892a	auto_regulate	2
hsa-miR-3152-3p	no_feedback	1
hsa-miR-3152-3p	auto_regulate	1
hsa-miR-4318	no_feedback	1
hsa-miR-4318	auto_regulate	1
hsa-miR-3614-5p	no_feedback	5
hsa-miR-3614-5p	auto_regulate	2
hsa-miR-4693-5p	no_feedback	1
hsa-miR-4693-5p	auto_regulate	4
hsa-miR-6513-5p	no_feedback	4
hsa-miR-6513-5p	auto_regulate	5
hsa-miR-4635	auto_regulate	4
hsa-miR-4635	no_feedback	4
hsa-miR-4670-3p	auto_regulate	2
hsa-miR-219a-1-3p	auto_regulate	5
hsa-miR-219a-1-3p	no_feedback	1
hsa-miR-3154	no_feedback	5
hsa-miR-3154	auto_regulate	3
hsa-miR-4735-3p	auto_regulate	3
hsa-miR-1298-5p	auto_regulate	2
hsa-miR-6732-3p	no_feedback	1
hsa-miR-1279	auto_regulate	2
hsa-miR-1279	no_feedback	1
hsa-miR-6790-3p	auto_regulate	4
hsa-miR-6790-3p	no_feedback	3
hsa-miR-6821-3p	auto_regulate	4
hsa-miR-6821-3p	no_feedback	3
hsa-miR-3127-3p	auto_regulate	1
hsa-miR-3127-3p	no_feedback	1
hsa-miR-4320	no_feedback	1
hsa-miR-3692-3p	no_feedback	4
hsa-miR-3692-3p	auto_regulate	5
hsa-miR-5089-5p	no_feedback	7
hsa-miR-5089-5p	auto_regulate	4
hsa-miR-6756-3p	auto_regulate	2
hsa-miR-6756-3p	no_feedback	2
hsa-miR-3908	auto_regulate	3
hsa-miR-3908	no_feedback	1
hsa-miR-4504	no_feedback	1
hsa-miR-4504	auto_regulate	2
hsa-miR-6076	no_feedback	2
hsa-miR-6076	auto_regulate	1
hsa-miR-6797-3p	no_feedback	2
hsa-miR-6797-3p	auto_regulate	1
hsa-miR-377-5p	auto_regulate	13
hsa-miR-377-5p	no_feedback	7
hsa-miR-6086	auto_regulate	13
hsa-miR-6086	no_feedback	6
hsa-miR-219b-3p	auto_regulate	2
hsa-miR-219b-3p	no_feedback	4
hsa-miR-4680-3p	no_feedback	1
hsa-miR-4680-3p	auto_regulate	2
hsa-miR-5187-3p	auto_regulate	2
hsa-miR-5187-3p	no_feedback	1
hsa-miR-580-5p	auto_regulate	1
hsa-miR-3120-3p	auto_regulate	3
hsa-miR-3120-3p	no_feedback	1
hsa-miR-1184	no_feedback	3
hsa-miR-4517	auto_regulate	4
hsa-miR-7703	auto_regulate	7
hsa-miR-7703	no_feedback	5
hsa-miR-3668	auto_regulate	4
hsa-miR-3668	no_feedback	1
hsa-miR-5094	auto_regulate	2
hsa-miR-6806-5p	auto_regulate	1
hsa-miR-6806-5p	no_feedback	1
hsa-miR-376c-5p	auto_regulate	2
hsa-miR-376c-5p	no_feedback	2
hsa-miR-376b-5p	auto_regulate	2
hsa-miR-376b-5p	no_feedback	2
hsa-miR-875-5p	no_feedback	1
hsa-miR-4777-3p	no_feedback	1
hsa-miR-4777-3p	auto_regulate	1
hsa-miR-8080	auto_regulate	3
hsa-miR-8080	no_feedback	2
hsa-miR-4690-5p	auto_regulate	3
hsa-miR-4760-3p	auto_regulate	2
hsa-miR-4760-3p	no_feedback	1
hsa-miR-216b-3p	auto_regulate	7
hsa-miR-216b-3p	no_feedback	1
hsa-miR-4781-3p	no_feedback	3
hsa-miR-4477b	no_feedback	2
hsa-miR-4477b	auto_regulate	1
hsa-miR-7856-5p	auto_regulate	2
hsa-miR-6818-5p	auto_regulate	6
hsa-miR-6818-5p	no_feedback	4
hsa-miR-515-5p	auto_regulate	5
hsa-miR-515-5p	no_feedback	4
hsa-miR-519e-5p	auto_regulate	5
hsa-miR-519e-5p	no_feedback	4
hsa-miR-4273	no_feedback	1
hsa-miR-4273	auto_regulate	2
hsa-miR-7156-5p	no_feedback	1
hsa-miR-7156-5p	auto_regulate	2
hsa-miR-4728-3p	no_feedback	1
hsa-miR-4328	no_feedback	1
hsa-miR-4328	auto_regulate	4
hsa-miR-5002-3p	auto_regulate	1
hsa-miR-4329	auto_regulate	3
hsa-miR-4329	no_feedback	1
hsa-miR-4452	auto_regulate	2
hsa-miR-4452	no_feedback	3
hsa-miR-4524a-3p	auto_regulate	9
hsa-miR-4524a-3p	no_feedback	3
hsa-miR-892c-5p	auto_regulate	2
hsa-miR-892c-5p	no_feedback	1
hsa-miR-4703-3p	auto_regulate	3
hsa-miR-561-3p	auto_regulate	5
hsa-miR-561-3p	no_feedback	2
hsa-miR-4697-3p	auto_regulate	1
hsa-miR-4697-3p	no_feedback	3
hsa-miR-6079	auto_regulate	1
hsa-miR-6079	no_feedback	1
hsa-miR-5096	no_feedback	5
hsa-miR-5096	auto_regulate	5
hsa-miR-1273c	no_feedback	2
hsa-miR-3611	no_feedback	1
hsa-miR-520g-5p	auto_regulate	2
hsa-miR-520g-5p	no_feedback	1
hsa-miR-1827	auto_regulate	12
hsa-miR-1827	no_feedback	11
hsa-miR-5580-3p	auto_regulate	5
hsa-miR-5580-3p	no_feedback	5
hsa-miR-6866-5p	no_feedback	1
hsa-miR-7151-5p	auto_regulate	3
hsa-miR-7151-5p	no_feedback	1
hsa-miR-1294	auto_regulate	5
hsa-miR-1294	no_feedback	3
hsa-miR-5586-3p	no_feedback	1
hsa-miR-5586-3p	auto_regulate	4
hsa-miR-365b-3p	auto_regulate	4
hsa-miR-365b-3p	no_feedback	1
hsa-miR-938	auto_regulate	2
hsa-miR-938	no_feedback	1
hsa-miR-6886-3p	auto_regulate	2
hsa-miR-6886-3p	no_feedback	1
hsa-miR-450a-2-3p	auto_regulate	2
hsa-miR-450a-2-3p	no_feedback	1
hsa-miR-3678-3p	auto_regulate	3
hsa-miR-3678-3p	no_feedback	3
hsa-miR-3919	auto_regulate	4
hsa-miR-3919	no_feedback	4
hsa-miR-3689a-3p	auto_regulate	10
hsa-miR-3689a-3p	no_feedback	5
hsa-miR-3689b-3p	auto_regulate	10
hsa-miR-3689b-3p	no_feedback	5
hsa-miR-3689c	auto_regulate	10
hsa-miR-3689c	no_feedback	5
hsa-miR-6779-5p	auto_regulate	11
hsa-miR-6779-5p	no_feedback	6
hsa-miR-6780a-5p	auto_regulate	10
hsa-miR-6780a-5p	no_feedback	5
hsa-miR-6782-3p	no_feedback	3
hsa-miR-6782-3p	auto_regulate	3
hsa-miR-1273h-5p	auto_regulate	10
hsa-miR-1273h-5p	no_feedback	5
hsa-miR-3122	no_feedback	2
hsa-miR-3122	auto_regulate	4
hsa-miR-3913-5p	no_feedback	2
hsa-miR-3913-5p	auto_regulate	4
hsa-miR-3170	auto_regulate	4
hsa-miR-3170	no_feedback	1
hsa-miR-4259	auto_regulate	3
hsa-miR-4259	no_feedback	2
hsa-miR-5572	auto_regulate	2
hsa-miR-6855-5p	auto_regulate	4
hsa-miR-6855-5p	no_feedback	1
hsa-miR-7852-3p	no_feedback	1
hsa-miR-7852-3p	auto_regulate	2
hsa-miR-4482-3p	auto_regulate	2
hsa-miR-4492	no_feedback	4
hsa-miR-4492	auto_regulate	5
hsa-miR-4498	no_feedback	4
hsa-miR-4498	auto_regulate	5
hsa-miR-5001-5p	no_feedback	4
hsa-miR-5001-5p	auto_regulate	5
hsa-miR-4433b-5p	auto_regulate	6
hsa-miR-4424	no_feedback	3
hsa-miR-3914	no_feedback	1
hsa-miR-7113-3p	no_feedback	2
hsa-miR-7113-3p	auto_regulate	7
hsa-miR-578	no_feedback	2
hsa-miR-578	auto_regulate	3
hsa-miR-8064	auto_regulate	5
hsa-miR-8064	no_feedback	2
hsa-miR-548e-3p	auto_regulate	2
hsa-miR-548e-3p	no_feedback	3
hsa-miR-548f-3p	auto_regulate	2
hsa-miR-548f-3p	no_feedback	3
hsa-miR-548ar-3p	auto_regulate	2
hsa-miR-548ar-3p	no_feedback	3
hsa-miR-548az-3p	auto_regulate	2
hsa-miR-548az-3p	no_feedback	3
hsa-miR-5692a	auto_regulate	5
hsa-miR-5692a	no_feedback	6
hsa-miR-3681-5p	auto_regulate	1
hsa-miR-3681-5p	no_feedback	3
hsa-miR-6849-5p	auto_regulate	1
hsa-miR-6849-5p	no_feedback	3
hsa-miR-1231	auto_regulate	1
hsa-miR-1231	no_feedback	1
hsa-miR-548s	auto_regulate	4
hsa-miR-548s	no_feedback	6
hsa-miR-3922-3p	auto_regulate	2
hsa-miR-3922-3p	no_feedback	1
hsa-miR-6783-5p	no_feedback	5
hsa-miR-6783-5p	auto_regulate	5
hsa-miR-6824-5p	no_feedback	1
hsa-miR-6824-5p	auto_regulate	3
hsa-miR-1267	no_feedback	1
hsa-miR-1267	auto_regulate	3
hsa-miR-3153	auto_regulate	5
hsa-miR-3153	no_feedback	4
hsa-miR-6733-5p	auto_regulate	5
hsa-miR-6733-5p	no_feedback	4
hsa-miR-6734-5p	auto_regulate	4
hsa-miR-6734-5p	no_feedback	3
hsa-miR-6739-5p	auto_regulate	8
hsa-miR-6739-5p	no_feedback	4
hsa-miR-7160-5p	auto_regulate	9
hsa-miR-7160-5p	no_feedback	6
hsa-miR-3650	auto_regulate	2
hsa-miR-3650	no_feedback	1
hsa-miR-4455	auto_regulate	6
hsa-miR-4455	no_feedback	1
hsa-miR-4487	no_feedback	5
hsa-miR-4487	auto_regulate	7
hsa-miR-6864-5p	no_feedback	3
hsa-miR-6864-5p	auto_regulate	4
hsa-miR-654-5p	auto_regulate	8
hsa-miR-654-5p	no_feedback	4
hsa-miR-541-3p	auto_regulate	9
hsa-miR-541-3p	no_feedback	4
hsa-miR-6769a-5p	auto_regulate	5
hsa-miR-6769b-5p	auto_regulate	5
hsa-miR-302a-5p	no_feedback	6
hsa-miR-302a-5p	auto_regulate	4
hsa-miR-432-3p	auto_regulate	1
hsa-miR-4764-5p	auto_regulate	2
hsa-miR-1208	auto_regulate	1
hsa-miR-4676-3p	auto_regulate	1
hsa-miR-892c-3p	auto_regulate	1
hsa-miR-6510-5p	no_feedback	2
hsa-miR-6513-3p	auto_regulate	3
hsa-miR-6513-3p	no_feedback	2
hsa-miR-4732-5p	auto_regulate	2
hsa-miR-4760-5p	auto_regulate	3
hsa-miR-5002-5p	auto_regulate	1
hsa-miR-5002-5p	no_feedback	2
hsa-miR-8061	auto_regulate	3
hsa-miR-1273g-5p	auto_regulate	1
hsa-miR-1273g-5p	no_feedback	1
hsa-miR-6845-3p	no_feedback	5
hsa-miR-6845-3p	auto_regulate	7
hsa-miR-6771-3p	no_feedback	5
hsa-miR-3124-3p	no_feedback	5
hsa-miR-3124-3p	auto_regulate	6
hsa-miR-138-2-3p	no_feedback	1
hsa-miR-138-2-3p	auto_regulate	4
hsa-miR-6750-5p	auto_regulate	2
hsa-miR-6750-5p	no_feedback	1
hsa-miR-6822-5p	auto_regulate	2
hsa-miR-6822-5p	no_feedback	1
hsa-miR-6893-3p	no_feedback	2
hsa-miR-3622b-3p	auto_regulate	2
hsa-miR-3622b-3p	no_feedback	2
hsa-miR-2278	auto_regulate	2
hsa-miR-2278	no_feedback	2
hsa-miR-571	no_feedback	3
hsa-miR-571	auto_regulate	4
hsa-miR-623	no_feedback	4
hsa-miR-623	auto_regulate	9
hsa-miR-4780	auto_regulate	2
hsa-miR-4780	no_feedback	1
hsa-miR-670-3p	auto_regulate	7
hsa-miR-670-3p	no_feedback	5
hsa-miR-516b-3p	no_feedback	1
hsa-miR-7162-5p	no_feedback	1
hsa-miR-3158-5p	auto_regulate	3
hsa-miR-3158-5p	no_feedback	2
hsa-miR-4689	auto_regulate	3
hsa-miR-6858-5p	auto_regulate	4
hsa-miR-6858-5p	no_feedback	1
hsa-miR-302c-5p	no_feedback	5
hsa-miR-302c-5p	auto_regulate	4
hsa-miR-3143	auto_regulate	4
hsa-miR-3143	no_feedback	3
hsa-miR-154-3p	auto_regulate	1
hsa-miR-487a-3p	auto_regulate	2
hsa-miR-5195-5p	auto_regulate	1
hsa-miR-6798-3p	auto_regulate	1
hsa-miR-6798-3p	no_feedback	1
hsa-miR-3692-5p	no_feedback	2
hsa-miR-3692-5p	auto_regulate	2
hsa-miR-585-5p	no_feedback	2
hsa-miR-585-5p	auto_regulate	1
hsa-miR-6131	auto_regulate	2
hsa-miR-6131	no_feedback	2
hsa-miR-6514-3p	auto_regulate	1
hsa-miR-6514-3p	no_feedback	1
hsa-miR-6747-3p	auto_regulate	8
hsa-miR-6747-3p	no_feedback	6
hsa-miR-6811-3p	auto_regulate	4
hsa-miR-6811-3p	no_feedback	2
hsa-miR-6814-5p	no_feedback	2
hsa-miR-6814-5p	auto_regulate	6
hsa-miR-26a-1-3p	auto_regulate	3
hsa-miR-6731-3p	no_feedback	2
hsa-miR-6731-3p	auto_regulate	1
hsa-miR-670-5p	auto_regulate	6
hsa-miR-4446-5p	auto_regulate	6
hsa-miR-4528	no_feedback	2
hsa-miR-4528	auto_regulate	3
hsa-miR-5694	no_feedback	2
hsa-miR-5694	auto_regulate	2
hsa-miR-224-3p	no_feedback	1
hsa-miR-224-3p	auto_regulate	1
hsa-miR-335-3p	no_feedback	5
hsa-miR-335-3p	auto_regulate	13
hsa-miR-4713-5p	auto_regulate	7
hsa-miR-4713-5p	no_feedback	2
hsa-miR-6867-3p	auto_regulate	6
hsa-miR-6867-3p	no_feedback	2
hsa-miR-5571-3p	no_feedback	1
hsa-miR-588	no_feedback	5
hsa-miR-875-3p	auto_regulate	4
hsa-miR-4261	no_feedback	1
hsa-miR-3617-5p	auto_regulate	2
hsa-miR-3617-5p	no_feedback	2
hsa-miR-4701-5p	no_feedback	5
hsa-miR-1178-5p	no_feedback	4
hsa-miR-1178-5p	auto_regulate	1
hsa-miR-6753-3p	no_feedback	1
hsa-miR-6753-3p	auto_regulate	2
hsa-miR-6885-3p	auto_regulate	7
hsa-miR-6885-3p	no_feedback	2
hsa-miR-7107-3p	no_feedback	1
hsa-miR-7107-3p	auto_regulate	2
hsa-miR-548au-3p	auto_regulate	3
hsa-miR-548au-3p	no_feedback	3
hsa-miR-1264	auto_regulate	4
hsa-miR-1264	no_feedback	1
hsa-miR-3184-3p	auto_regulate	3
hsa-miR-4731-3p	no_feedback	2
hsa-miR-4731-3p	auto_regulate	1
hsa-miR-4801	no_feedback	2
hsa-miR-4801	auto_regulate	1
hsa-miR-4643	auto_regulate	7
hsa-miR-4643	no_feedback	2
hsa-miR-4716-5p	auto_regulate	3
hsa-miR-4716-5p	no_feedback	2
hsa-miR-4778-5p	auto_regulate	2
hsa-miR-3652	no_feedback	4
hsa-miR-3652	auto_regulate	7
hsa-miR-4430	no_feedback	4
hsa-miR-4430	auto_regulate	7
hsa-miR-3135b	no_feedback	4
hsa-miR-3135b	auto_regulate	6
hsa-miR-3166	auto_regulate	3
hsa-miR-3166	no_feedback	1
hsa-miR-1273h-3p	auto_regulate	2
hsa-miR-1273h-3p	no_feedback	2
hsa-miR-4772-3p	no_feedback	5
hsa-miR-4772-3p	auto_regulate	8
hsa-miR-1299	no_feedback	1
hsa-miR-1299	auto_regulate	3
hsa-miR-374b-3p	auto_regulate	1
hsa-miR-374b-3p	no_feedback	1
hsa-miR-4531	auto_regulate	6
hsa-miR-4531	no_feedback	7
hsa-miR-4737	auto_regulate	1
hsa-miR-922	no_feedback	5
hsa-miR-922	auto_regulate	7
hsa-miR-597-3p	no_feedback	1
hsa-miR-597-3p	auto_regulate	1
hsa-miR-2117	no_feedback	1
hsa-miR-2117	auto_regulate	2
hsa-miR-6716-5p	auto_regulate	2
hsa-miR-6716-5p	no_feedback	1
hsa-miR-3128	auto_regulate	2
hsa-miR-3128	no_feedback	1
hsa-miR-8073	auto_regulate	2
hsa-miR-8073	no_feedback	2
hsa-miR-383-3p	no_feedback	3
hsa-miR-383-3p	auto_regulate	4
hsa-miR-1273e	no_feedback	4
hsa-miR-1273e	auto_regulate	5
hsa-miR-3660	auto_regulate	2
hsa-miR-4526	auto_regulate	2
hsa-miR-6715b-3p	no_feedback	2
hsa-miR-6715b-3p	auto_regulate	2
hsa-miR-5583-3p	auto_regulate	2
hsa-miR-5583-3p	no_feedback	1
hsa-miR-29a-5p	no_feedback	2
hsa-miR-29a-5p	auto_regulate	1
hsa-miR-934	no_feedback	1
hsa-miR-2116-5p	auto_regulate	1
hsa-miR-2116-5p	no_feedback	1
hsa-miR-4677-5p	auto_regulate	2
hsa-miR-4677-5p	no_feedback	1
hsa-miR-4777-5p	no_feedback	1
hsa-miR-4777-5p	auto_regulate	1
hsa-miR-5591-3p	no_feedback	3
hsa-miR-3651	auto_regulate	1
hsa-miR-888-5p	no_feedback	1
hsa-miR-888-5p	auto_regulate	2
hsa-miR-1244	auto_regulate	1
hsa-miR-4432	no_feedback	1
hsa-miR-4432	auto_regulate	2
hsa-miR-4316	no_feedback	3
hsa-miR-4316	auto_regulate	5
hsa-miR-651-5p	auto_regulate	2
hsa-miR-655-5p	auto_regulate	3
hsa-miR-655-5p	no_feedback	1
hsa-miR-548g-3p	auto_regulate	3
hsa-miR-548g-3p	no_feedback	2
hsa-miR-4460	no_feedback	1
